epoch,prototype_residual_enabled,lambda_effective,lr,historical_loss,prototype_loss_unweighted,prototype_loss_weighted,total_loss,gamma_CN_gradient,gamma_AD_gradient,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,acc,macro_f1,bacc,macro_auc,weighted_f1,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,0.0,0.01,3.3026833534240723,0.6659177541732788,0.0,3.3026833534240723,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.768067490536901,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9999798536300659,149.48892211914062,136.5110626220703,0.5226885080337524,0.4773114025592804
2,False,0.0,0.01,2.899155378341675,0.67083340883255,0.0,2.899155378341675,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.4684116016846829,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9910487532615662,170.05447387695312,115.94552612304688,0.5945960283279419,0.4054039418697357
3,False,0.0,0.01,6.004568099975586,0.6299074292182922,0.0,6.004568099975586,0.0,0.0,0.0,0.0,0.0,0.35,0.1917808219178082,0.22580645161290322,0.4754616726947094,0.2972602739726027,0.05000000074505806,0.05000000074505806,0.9829946756362915,170.71096801757812,115.28903198242188,0.596891462802887,0.40310850739479065
4,False,0.0,0.01,4.847161293029785,0.6492918729782104,0.0,4.847161293029785,0.0,0.0,0.0,0.0,0.0,0.4,0.21052631578947367,0.25806451612903225,0.5352447101265232,0.32631578947368417,0.05000000074505806,0.05000000074505806,0.9779921174049377,172.0697021484375,113.93031311035156,0.6016423106193542,0.39835771918296814
5,False,0.0,0.01,4.473829746246338,0.6434588432312012,0.0,4.473829746246338,0.0,0.0,0.0,0.0,0.0,0.55,0.45274261603375526,0.571236559139785,0.637392743621887,0.4334177215189873,0.05000000074505806,0.05000000074505806,0.9646252989768982,184.15386962890625,101.84612274169922,0.643894612789154,0.35610532760620117
6,False,0.0,0.01,3.6347508430480957,0.6349977254867554,0.0,3.6347508430480957,0.0,0.0,0.0,0.0,0.0,0.55,0.4588744588744589,0.6021505376344086,0.6865166090346847,0.43246753246753245,0.05000000074505806,0.05000000074505806,0.9469764828681946,195.91929626464844,90.08070373535156,0.6850324869155884,0.31496748328208923
7,False,0.0,0.01,6.977166175842285,0.6137975454330444,0.0,6.977166175842285,0.0,0.0,0.0,0.0,0.0,0.55,0.45274261603375526,0.571236559139785,0.8447786069449027,0.4334177215189873,0.05000000074505806,0.05000000074505806,0.9535439610481262,203.5225830078125,82.47740936279297,0.7116174101829529,0.28838256001472473
8,False,0.0,0.01,3.314884901046753,0.6021720170974731,0.0,3.314884901046753,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.48293172690763053,0.5618279569892474,0.8684959586308306,0.4610441767068273,0.05000000074505806,0.05000000074505806,0.9728339314460754,206.6476593017578,79.35232543945312,0.722544252872467,0.2774556875228882
9,False,0.0,0.01,4.149899482727051,0.6027686595916748,0.0,4.149899482727051,0.0,0.0,0.0,0.0,0.0,0.55,0.41792717086834735,0.478494623655914,0.8563500212554717,0.4287394957983193,0.05000000074505806,0.05000000074505806,0.9769665598869324,211.80462646484375,74.19537353515625,0.7405756115913391,0.2594243884086609
10,False,0.0,0.01,3.169877767562866,0.5961727499961853,0.0,3.169877767562866,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.4523809523809524,0.5201612903225806,0.8761205527056473,0.4456349206349206,0.05000000074505806,0.05000000074505806,0.9648623466491699,223.20016479492188,62.79983139038086,0.7804201245307922,0.21957983076572418
11,False,0.0,0.01,3.0677056312561035,0.586551308631897,0.0,3.0677056312561035,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5349794238683128,0.6451612903225806,0.8818081457124839,0.488477366255144,0.05000000074505806,0.05000000074505806,0.8443118333816528,241.46287536621094,44.537132263183594,0.8442757725715637,0.15572424232959747
12,False,0.0,0.01,2.6532506942749023,0.5801939964294434,0.0,2.6532506942749023,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5349794238683128,0.6451612903225806,0.8830291469334851,0.488477366255144,0.05000000074505806,0.05000000074505806,0.7070375680923462,249.79666137695312,36.20335006713867,0.8734148740768433,0.12658514082431793
13,False,0.0,0.01,3.2352864742279053,0.577832818031311,0.0,3.2352864742279053,0.0,0.0,0.0,0.0,0.0,0.6,0.5102821616451458,0.603494623655914,0.9177631258763072,0.4752510760401722,0.05000000074505806,0.05000000074505806,0.7304725050926208,251.98741149902344,34.0125732421875,0.881074845790863,0.118925079703331
14,False,0.0,0.01,2.7425308227539062,0.5821727514266968,0.0,2.7425308227539062,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.47338935574229696,0.5309139784946236,0.918538729891622,0.45994397759103645,0.05000000074505806,0.05000000074505806,0.8108372092247009,259.1242370605469,26.875743865966797,0.9060288071632385,0.0939711332321167
15,False,0.0,0.01,2.80981707572937,0.5566656589508057,0.0,2.80981707572937,0.0,0.0,0.0,0.0,0.0,0.8166666666666667,0.8175751174786855,0.8303251408090118,0.9139466481999853,0.8166345226615236,0.05000000074505806,0.05000000074505806,0.6478736400604248,254.92498779296875,31.075008392333984,0.8913460969924927,0.10865387320518494
16,False,0.0,0.01,2.5613319873809814,0.5802227258682251,0.0,2.5613319873809814,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5741474850809889,0.6352406554019457,0.9369138333960358,0.5452568201193521,0.05000000074505806,0.05000000074505806,0.677654504776001,254.61195373535156,31.38804054260254,0.8902515769004822,0.10974839329719543
17,False,0.0,0.01,2.804682731628418,0.5802919268608093,0.0,2.804682731628418,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.48293172690763053,0.5618279569892474,0.9199153838683872,0.4610441767068273,0.05000000074505806,0.05000000074505806,0.7553751468658447,257.52783203125,28.47216796875,0.9004469513893127,0.09955303370952606
18,False,0.0,0.01,2.706918716430664,0.5561507940292358,0.0,2.706918716430664,0.0,0.0,0.0,0.0,0.0,0.6,0.5047619047619047,0.5725806451612904,0.907990631294302,0.47571428571428576,0.05000000074505806,0.05000000074505806,0.8012527227401733,260.06134033203125,25.938640594482422,0.9093053936958313,0.09069454669952393
19,False,0.0,0.01,2.298699140548706,0.5865421295166016,0.0,2.298699140548706,0.0,0.0,0.0,0.0,0.0,0.6,0.5140350877192982,0.6344086021505376,0.9061367195405015,0.4739473684210526,0.05000000074505806,0.05000000074505806,0.45394790172576904,244.70693969726562,41.29304504394531,0.8556186556816101,0.14438126981258392
20,False,0.0,0.01,2.465759038925171,0.5959209203720093,0.0,2.465759038925171,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.4761904761904761,0.6129032258064516,0.8968268257408969,0.446031746031746,0.05000000074505806,0.05000000074505806,0.39256954193115234,239.61187744140625,46.388118743896484,0.8378037810325623,0.16219621896743774
21,True,0.05,0.009999830837037664,2.5621557235717773,0.6062513589859009,0.030312567949295044,2.59246826171875,0.0003359153342898935,7.73317224229686e-05,3.725290298461914e-09,1.2945383787155151e-07,5.736947059631348e-07,0.55,0.45274261603375526,0.571236559139785,0.8689178565429957,0.4334177215189873,0.05045180022716522,0.05045180022716522,0.5527356863021851,247.82373046875,38.17626953125,0.8665165305137634,0.13348345458507538
22,True,0.05,0.009999323359712722,2.275197982788086,0.5855957269668579,0.029279787093400955,2.3044776916503906,0.00019570619042497128,5.006459559808718e-06,3.725290298461914e-09,2.227898221462965e-07,5.662441253662109e-07,0.6,0.5047619047619047,0.5725806451612904,0.8938669899807273,0.47571428571428576,0.050907302647829056,0.050907257944345474,0.7558294534683228,251.3293914794922,34.67060089111328,0.878774106502533,0.12122587859630585
23,True,0.05,0.009998477602710573,2.3862850666046143,0.5472198128700256,0.027360990643501282,2.4136459827423096,0.0003649410791695118,0.0005222433828748763,3.725290298461914e-09,1.5436671674251556e-07,5.736947059631348e-07,0.5833333333333334,0.47338935574229696,0.5309139784946236,0.9030065740299333,0.45994397759103645,0.05136621370911598,0.051367104053497314,0.8356637954711914,254.0672607421875,31.932741165161133,0.8883470296859741,0.11165294051170349
24,True,0.05,0.009997293623837585,2.5790021419525146,0.5180396437644958,0.025901982560753822,2.6049041748046875,0.0005789535352960229,0.0010310880606994033,3.725290298461914e-09,1.41095370054245e-07,6.146728992462158e-07,0.6,0.5047619047619047,0.5725806451612904,0.9044086655321362,0.47571428571428576,0.051828619092702866,0.05183122679591179,0.8303065299987793,254.35336303710938,31.646636962890625,0.8893474340438843,0.11065257340669632
25,True,0.05,0.00999577150401714,2.421657085418701,0.4972601532936096,0.02486300840973854,2.4465200901031494,0.0007300216821022332,0.0008950235787779093,3.725290298461914e-09,1.6391277313232422e-07,5.066394805908203e-07,0.5833333333333334,0.48293172690763053,0.5618279569892474,0.9025674725410543,0.4610441767068273,0.052295293658971786,0.05229974538087845,0.715374231338501,251.2682647705078,34.731727600097656,0.8785603642463684,0.1214396059513092
26,True,0.05,0.009993911347284109,2.228731632232666,0.534433126449585,0.026721656322479248,2.25545334815979,0.0005180124426260591,0.0004938466008752584,3.725290298461914e-09,1.825392246246338e-07,5.662441253662109e-07,0.75,0.7497584541062802,0.7307987711213517,0.9109527731260213,0.7443478260869565,0.05276763066649437,0.052773479372262955,0.7944461107254028,252.35891723632812,33.6411018371582,0.8823738098144531,0.11762622743844986
27,True,0.05,0.009991713280777732,2.1884145736694336,0.48643621802330017,0.02432181127369404,2.2127363681793213,0.0007315515540540218,0.0007063444354571402,3.725290298461914e-09,1.5459954738616943e-07,6.295740604400635e-07,0.7666666666666667,0.7740740740740741,0.7671530977982591,0.9239215536142678,0.7672222222222221,0.05324593186378479,0.053252898156642914,0.7997294664382935,244.7779083251953,41.22209167480469,0.8558667898178101,0.14413318037986755
28,True,0.05,0.009989177454732934,2.2337186336517334,0.47667255997657776,0.023833628743886948,2.257552146911621,0.0010377159342169762,0.00107447465416044,3.725290298461914e-09,1.7695128917694092e-07,4.3958425521850586e-07,0.8,0.814452124935996,0.814452124935996,0.9318528552051911,0.8,0.0537291094660759,0.053737249225378036,0.7810463309288025,226.91143798828125,59.08856964111328,0.7933966517448425,0.20660339295864105
29,True,0.05,0.00998630404247006,2.1338248252868652,0.47544750571250916,0.023772375658154488,2.157597303390503,0.001378588960506022,0.0014701687032356858,3.725290298461914e-09,2.421438694000244e-07,4.880130290985107e-07,0.6333333333333333,0.65,0.7016129032258065,0.9194848841678653,0.6033333333333334,0.054221104830503464,0.054230231791734695,0.7419052124023438,241.4695587158203,44.53044509887695,0.8442991375923157,0.15570086240768433
