epoch,prototype_residual_enabled,lambda_effective,lr,historical_loss,prototype_loss_unweighted,prototype_loss_weighted,total_loss,gamma_CN_gradient,gamma_AD_gradient,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,acc,macro_f1,bacc,macro_auc,weighted_f1,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,0.0,0.01,3.298175096511841,0.6665322780609131,0.0,3.298175096511841,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.7458548832369587,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9999660849571228,150.2039794921875,134.7960205078125,0.5270315408706665,0.4729684889316559
2,False,0.0,0.01,2.893754482269287,0.668743371963501,0.0,2.893754482269287,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.5966965533592893,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9880266785621643,169.38340759277344,115.61659240722656,0.5943277478218079,0.40567225217819214
3,False,0.0,0.01,6.506139755249023,0.6314051151275635,0.0,6.506139755249023,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.18693244739756365,0.2033730158730159,0.48352386279862697,0.2905647840531561,0.05000000074505806,0.05000000074505806,0.9708713293075562,167.9556121826172,117.04438781738281,0.5893179774284363,0.4106820821762085
4,False,0.0,0.01,5.046764850616455,0.6423745155334473,0.0,5.046764850616455,0.0,0.0,0.0,0.0,0.0,0.35,0.18918918918918917,0.21875,0.5206269534099722,0.30270270270270266,0.05000000074505806,0.05000000074505806,0.9581863880157471,171.5564727783203,113.44352722167969,0.6019525527954102,0.39804747700691223
5,False,0.0,0.01,4.8721818923950195,0.6334670186042786,0.0,4.8721818923950195,0.0,0.0,0.0,0.0,0.0,0.48333333333333334,0.38999999999999996,0.5625,0.5791994354789166,0.3809444444444445,0.05000000074505806,0.05000000074505806,0.9610029458999634,181.03909301757812,103.9609146118164,0.6352248787879944,0.364775151014328
6,False,0.0,0.01,5.58338737487793,0.640027642250061,0.0,5.58338737487793,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.7717201670621483,0.3680360360360361,0.05000000074505806,0.05000000074505806,0.9205585718154907,196.913818359375,88.08618927001953,0.6909257173538208,0.309074342250824
7,False,0.0,0.01,4.05152702331543,0.6157967448234558,0.0,4.05152702331543,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.37585585585585585,0.5520833333333334,0.8044401440627856,0.3680360360360361,0.05000000074505806,0.05000000074505806,0.9427356123924255,201.10989379882812,83.8901138305664,0.7056487798690796,0.2943512797355652
8,False,0.0,0.01,4.3934831619262695,0.613304078578949,0.0,4.3934831619262695,0.0,0.0,0.0,0.0,0.0,0.5,0.3956043956043956,0.5357142857142857,0.8040826388408936,0.3948717948717949,0.05000000074505806,0.05000000074505806,0.9738216400146484,200.550048828125,84.44995880126953,0.703684389591217,0.29631564021110535
9,False,0.0,0.01,2.9227020740509033,0.6022491455078125,0.0,2.9227020740509033,0.0,0.0,0.0,0.0,0.0,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.7894765197241612,0.40755274261603375,0.05000000074505806,0.05000000074505806,0.95772784948349,214.81716918945312,70.18284606933594,0.7537444829940796,0.24625560641288757
10,False,0.0,0.01,2.691821336746216,0.5909922122955322,0.0,2.691821336746216,0.0,0.0,0.0,0.0,0.0,0.5166666666666667,0.4109704641350211,0.5461309523809524,0.794946967558996,0.40755274261603375,0.05000000074505806,0.05000000074505806,0.9486742615699768,229.41363525390625,55.58636474609375,0.8049601316452026,0.19503988325595856
