member,feature_index,feature_name,modality
3,2,ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,4,ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,5,ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,8,ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,11,ST94SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,14,ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,16,ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,18,ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,19,ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,21,ST97CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,22,ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,23,ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,25,ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,26,ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,31,ST48CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,32,ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,33,ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,35,ST93CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,39,ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,40,ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,42,ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,44,ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,47,ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,48,ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,49,ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,50,ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,51,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,53,ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,55,ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,56,ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,58,ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,59,ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,60,ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,62,ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,63,ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,64,ST84TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,65,ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,66,ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,68,ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,71,ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,73,ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,74,ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,76,ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,77,ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,78,ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,79,ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,80,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,81,ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,85,ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,86,ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,88,ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,91,ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,93,ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,99,ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,100,ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,104,ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,105,ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,106,ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,108,ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,109,ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,118,ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,120,ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,121,ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,122,ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,123,ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,124,ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,125,ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,127,ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,129,ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,130,ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,132,ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,133,ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,136,ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,137,ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
3,141,CTX_LH_FUSIFORM_UCBERKELEYAV45_10_17_16,PET
3,142,CTX_RH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET
3,143,CTX_RH_SUPERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET
3,144,CTX_LH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET
3,146,CTX_RH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET
3,147,CTX_LH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,148,CTX_RH_PARSORBITALIS_UCBERKELEYAV45_10_17_16,PET
3,150,SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,PET
3,153,CC_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
3,154,CSF_UCBERKELEYAV45_10_17_16,PET
3,156,CTX_LH_MEDIALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,157,RIGHT_CEREBELLUM_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET
3,159,LEFT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET
3,163,RIGHT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET
3,169,CTX_LH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET
3,170,CC_MID_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
3,172,CTX_RH_PARAHIPPOCAMPAL_UCBERKELEYAV45_10_17_16,PET
3,174,RIGHT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET
3,175,CTX_RH_ISTHMUSCINGULATE_UCBERKELEYAV45_10_17_16,PET
3,179,CTX_RH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,180,RIGHT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET
3,182,CTX_RH_PARSTRIANGULARIS_SIZE_UCBERKELEYAV45_10_17_16,PET
3,184,CTX_RH_MEDIALORBITOFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,186,RIGHT_CEREBELLUM_CORTEX_SIZE_UCBERKELEYAV45_10_17_16,PET
3,191,CTX_LH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET
3,192,CC_ANTERIOR_UCBERKELEYAV45_10_17_16,PET
3,195,CTX_RH_POSTCENTRAL_UCBERKELEYAV45_10_17_16,PET
3,196,CTX_LH_SUPERIORFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,197,ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,PET
3,200,LEFT_PUTAMEN_SIZE_UCBERKELEYAV45_10_17_16,PET
3,202,LEFT_ACCUMBENS_AREA_SIZE_UCBERKELEYAV45_10_17_16,PET
3,203,CINGULATE_UCBERKELEYAV45_10_17_16,PET
3,206,CTX_RH_PERICALCARINE_UCBERKELEYAV45_10_17_16,PET
3,207,CTX_RH_PARSTRIANGULARIS_UCBERKELEYAV45_10_17_16,PET
3,208,LEFT_PUTAMEN_UCBERKELEYAV45_10_17_16,PET
3,211,CTX_LH_PARAHIPPOCAMPAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,212,CTX_RH_SUPRAMARGINAL_UCBERKELEYAV45_10_17_16,PET
3,214,CTX_LH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,215,CTX_LH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,217,CTX_LH_ENTORHINAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,220,LEFT_HIPPOCAMPUS_UCBERKELEYAV45_10_17_16,PET
3,221,SUMMARYSUVR_COMPOSITE_REFNORM_UCBERKELEYAV45_10_17_16,PET
3,222,LEFT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET
3,223,CTX_LH_PARACENTRAL_UCBERKELEYAV45_10_17_16,PET
3,224,CTX_RH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,225,FRONTAL_UCBERKELEYAV45_10_17_16,PET
3,231,CC_CENTRAL_UCBERKELEYAV45_10_17_16,PET
3,234,CTX_RH_INSULA_SIZE_UCBERKELEYAV45_10_17_16,PET
3,236,CTX_LH_PERICALCARINE_SIZE_UCBERKELEYAV45_10_17_16,PET
3,239,CTX_RH_PRECUNEUS_UCBERKELEYAV45_10_17_16,PET
3,241,PARIETAL_UCBERKELEYAV45_10_17_16,PET
3,242,CSF_SIZE_UCBERKELEYAV45_10_17_16,PET
3,243,LEFT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET
3,244,RIGHT_ACCUMBENS_AREA_UCBERKELEYAV45_10_17_16,PET
3,248,CTX_RH_FRONTALPOLE_SIZE_UCBERKELEYAV45_10_17_16,PET
3,249,TEMPORAL_UCBERKELEYAV45_10_17_16,PET
3,252,CTX_RH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET
3,254,RIGHT_LATERAL_VENTRICLE_SIZE_UCBERKELEYAV45_10_17_16,PET
3,255,CTX_LH_ENTORHINAL_UCBERKELEYAV45_10_17_16,PET
3,256,CTX_RH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,258,CTX_LH_TEMPORALPOLE_UCBERKELEYAV45_10_17_16,PET
3,259,LEFT_VESSEL_UCBERKELEYAV45_10_17_16,PET
3,260,CTX_LH_INSULA_UCBERKELEYAV45_10_17_16,PET
3,266,CTX_LH_POSTCENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,267,LEFT_CHOROID_PLEXUS_UCBERKELEYAV45_10_17_16,PET
3,270,WM_HYPOINTENSITIES_UCBERKELEYAV45_10_17_16,PET
3,271,CTX_LH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET
3,272,CTX_RH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET
3,273,CTX_RH_MIDDLETEMPORAL_UCBERKELEYAV45_10_17_16,PET
3,275,CTX_LH_CAUDALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET
3,276,CTX_RH_LATERALOCCIPITAL_SIZE_UCBERKELEYAV45_10_17_16,PET
3,277,CTX_RH_LATERALOCCIPITAL_UCBERKELEYAV45_10_17_16,PET
3,280,CC_POSTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
3,282,LEFT_THALAMUS_PROPER_UCBERKELEYAV45_10_17_16,PET
3,284,RIGHT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET
3,286,LEFT_VENTRALDC_UCBERKELEYAV45_10_17_16,PET
3,287,RIGHT_LATERAL_VENTRICLE_UCBERKELEYAV45_10_17_16,PET
3,289,ABETA_UPENNBIOMK9_04_19_17,CSF
3,290,PTAU_UPENNBIOMK9_04_19_17,CSF
3,293,"AGE_[72.4, 74.4)",Risk
3,294,"AGE_[62.4, 64.4)",Risk
3,295,APOE4_2.0,Risk
3,296,"AGE_[82.4, 84.4)",Risk
