member,feature_index,feature_name,modality
6,1,ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,3,ST39SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,4,ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,6,ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,7,ST74SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,9,ST31CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,10,ST58CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,12,ST110TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,13,ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,14,ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,15,ST52CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,17,ST45CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,18,ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,19,ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,20,ST73CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,22,ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,25,ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,27,ST90TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,29,ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,30,ST26SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,34,ST48SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,36,ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,37,ST93TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,38,ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,40,ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,41,ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,43,ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,46,ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,47,ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,48,ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,49,ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,51,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,52,ST97TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,54,ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,57,ST99CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,60,ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,61,ST50CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,62,ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,64,ST84TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,66,ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,67,ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,68,ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,69,ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,70,ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,72,ST47SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,75,ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,76,ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,79,ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,80,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,82,ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,83,ST85CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,84,ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,87,ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,89,ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,90,ST55CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,92,ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,94,ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,95,ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,96,ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,98,ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,99,ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,101,ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,102,ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,103,ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
6,104,ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
