member,feature_index,feature_name,modality
1,1,ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,4,ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,5,ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,6,ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,8,ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,11,ST94SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,14,ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,15,ST52CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,16,ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,18,ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,19,ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,21,ST97CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,22,ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,23,ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,25,ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,26,ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,29,ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,32,ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,34,ST48SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,35,ST93CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,39,ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,40,ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,42,ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,44,ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,46,ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,47,ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,49,ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,50,ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,51,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,53,ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,56,ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,57,ST99CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,58,ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,59,ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,60,ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,63,ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,65,ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,66,ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,67,ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,68,ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,70,ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,71,ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,73,ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,74,ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,76,ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,77,ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,78,ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,80,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,81,ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,85,ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,86,ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,88,ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,89,ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,91,ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,94,ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,97,ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,98,ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,99,ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,100,ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,104,ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,105,ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,106,ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,108,ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,109,ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,112,ST52SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,118,ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,120,ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,121,ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,122,ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,123,ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,124,ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,125,ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,127,ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,128,ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,129,ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,132,ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,133,ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,135,ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,137,ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
1,140,RIGHT_CEREBRAL_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET
1,141,CTX_LH_FUSIFORM_UCBERKELEYAV45_10_17_16,PET
1,142,CTX_RH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET
1,143,CTX_RH_SUPERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET
1,144,CTX_LH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET
1,146,CTX_RH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET
1,147,CTX_LH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,148,CTX_RH_PARSORBITALIS_UCBERKELEYAV45_10_17_16,PET
1,149,CC_CENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,150,SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,PET
1,152,RIGHT_HIPPOCAMPUS_UCBERKELEYAV45_10_17_16,PET
1,153,CC_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
1,154,CSF_UCBERKELEYAV45_10_17_16,PET
1,155,CTX_LH_LINGUAL_UCBERKELEYAV45_10_17_16,PET
1,156,CTX_LH_MEDIALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,157,RIGHT_CEREBELLUM_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET
1,159,LEFT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET
1,160,LEFT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET
1,163,RIGHT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET
1,167,CTX_RH_POSTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET
1,170,CC_MID_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
1,172,CTX_RH_PARAHIPPOCAMPAL_UCBERKELEYAV45_10_17_16,PET
1,174,RIGHT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET
1,179,CTX_RH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,180,RIGHT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET
1,182,CTX_RH_PARSTRIANGULARIS_SIZE_UCBERKELEYAV45_10_17_16,PET
1,184,CTX_RH_MEDIALORBITOFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,185,NON_WM_HYPOINTENSITIES_SIZE_UCBERKELEYAV45_10_17_16,PET
1,191,CTX_LH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET
1,192,CC_ANTERIOR_UCBERKELEYAV45_10_17_16,PET
1,196,CTX_LH_SUPERIORFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,197,ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,PET
1,200,LEFT_PUTAMEN_SIZE_UCBERKELEYAV45_10_17_16,PET
1,202,LEFT_ACCUMBENS_AREA_SIZE_UCBERKELEYAV45_10_17_16,PET
1,203,CINGULATE_UCBERKELEYAV45_10_17_16,PET
1,206,CTX_RH_PERICALCARINE_UCBERKELEYAV45_10_17_16,PET
1,207,CTX_RH_PARSTRIANGULARIS_UCBERKELEYAV45_10_17_16,PET
1,209,LEFT_CEREBELLUM_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET
1,211,CTX_LH_PARAHIPPOCAMPAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,212,CTX_RH_SUPRAMARGINAL_UCBERKELEYAV45_10_17_16,PET
1,214,CTX_LH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,215,CTX_LH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,219,CTX_RH_TRANSVERSETEMPORAL_UCBERKELEYAV45_10_17_16,PET
1,220,LEFT_HIPPOCAMPUS_UCBERKELEYAV45_10_17_16,PET
1,221,SUMMARYSUVR_COMPOSITE_REFNORM_UCBERKELEYAV45_10_17_16,PET
1,222,LEFT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET
1,223,CTX_LH_PARACENTRAL_UCBERKELEYAV45_10_17_16,PET
1,224,CTX_RH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,225,FRONTAL_UCBERKELEYAV45_10_17_16,PET
1,226,CTX_RH_INSULA_UCBERKELEYAV45_10_17_16,PET
1,231,CC_CENTRAL_UCBERKELEYAV45_10_17_16,PET
1,234,CTX_RH_INSULA_SIZE_UCBERKELEYAV45_10_17_16,PET
1,236,CTX_LH_PERICALCARINE_SIZE_UCBERKELEYAV45_10_17_16,PET
1,239,CTX_RH_PRECUNEUS_UCBERKELEYAV45_10_17_16,PET
1,240,CTX_RH_POSTCENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,241,PARIETAL_UCBERKELEYAV45_10_17_16,PET
1,242,CSF_SIZE_UCBERKELEYAV45_10_17_16,PET
1,243,LEFT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET
1,244,RIGHT_ACCUMBENS_AREA_UCBERKELEYAV45_10_17_16,PET
1,248,CTX_RH_FRONTALPOLE_SIZE_UCBERKELEYAV45_10_17_16,PET
1,249,TEMPORAL_UCBERKELEYAV45_10_17_16,PET
1,252,CTX_RH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET
1,255,CTX_LH_ENTORHINAL_UCBERKELEYAV45_10_17_16,PET
1,256,CTX_RH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,258,CTX_LH_TEMPORALPOLE_UCBERKELEYAV45_10_17_16,PET
1,259,LEFT_VESSEL_UCBERKELEYAV45_10_17_16,PET
1,260,CTX_LH_INSULA_UCBERKELEYAV45_10_17_16,PET
1,266,CTX_LH_POSTCENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,270,WM_HYPOINTENSITIES_UCBERKELEYAV45_10_17_16,PET
1,271,CTX_LH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET
1,272,CTX_RH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET
1,273,CTX_RH_MIDDLETEMPORAL_UCBERKELEYAV45_10_17_16,PET
1,274,LEFT_CEREBELLUM_CORTEX_SIZE_UCBERKELEYAV45_10_17_16,PET
1,275,CTX_LH_CAUDALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET
1,276,CTX_RH_LATERALOCCIPITAL_SIZE_UCBERKELEYAV45_10_17_16,PET
1,277,CTX_RH_LATERALOCCIPITAL_UCBERKELEYAV45_10_17_16,PET
1,280,CC_POSTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
1,282,LEFT_THALAMUS_PROPER_UCBERKELEYAV45_10_17_16,PET
1,284,RIGHT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET
1,286,LEFT_VENTRALDC_UCBERKELEYAV45_10_17_16,PET
1,289,ABETA_UPENNBIOMK9_04_19_17,CSF
1,290,PTAU_UPENNBIOMK9_04_19_17,CSF
1,292,"AGE_[80.4, 82.4)",Risk
1,293,"AGE_[72.4, 74.4)",Risk
1,294,"AGE_[62.4, 64.4)",Risk
1,295,APOE4_2.0,Risk
1,296,"AGE_[82.4, 84.4)",Risk
1,298,PTMARRY_Never married,Risk
