epoch,prototype_residual_enabled,lambda_effective,lr,historical_loss,prototype_loss_unweighted,prototype_loss_weighted,total_loss,gamma_CN_gradient,gamma_AD_gradient,residual_sum_max_abs,CN_sMCI_gap_identity_max_abs_error,AD_sMCI_gap_identity_max_abs_error,acc,macro_f1,bacc,macro_auc,weighted_f1,gamma_CN,gamma_AD,prototype_cosine,sum_w_CN,sum_w_AD,mean_w_CN,mean_w_AD
1,False,0.0,0.01,3.3061938285827637,0.6655868291854858,0.0,3.3061938285827637,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.8146713087750824,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9999481439590454,149.94924926757812,135.05075073242188,0.5261377096176147,0.47386229038238525
2,False,0.0,0.01,2.9001123905181885,0.6686281561851501,0.0,2.9001123905181885,0.0,0.0,0.0,0.0,0.0,0.35,0.1728395061728395,0.3333333333333333,0.5840433642615246,0.18148148148148147,0.05000000074505806,0.05000000074505806,0.9801888465881348,168.61148071289062,116.38851165771484,0.5916192531585693,0.40838074684143066
3,False,0.0,0.01,6.161602020263672,0.6331297159194946,0.0,6.161602020263672,0.0,0.0,0.0,0.0,0.0,0.4,0.20779220779220778,0.25,0.5429113055881923,0.33246753246753247,0.05000000074505806,0.05000000074505806,0.967808187007904,166.42794799804688,118.57203674316406,0.5839577317237854,0.4160422384738922
4,False,0.0,0.01,5.374567985534668,0.6471260190010071,0.0,5.374567985534668,0.0,0.0,0.0,0.0,0.0,0.45,0.225,0.28125,0.5729041878806029,0.36000000000000004,0.05000000074505806,0.05000000074505806,0.9512646198272705,168.67633056640625,116.32367706298828,0.591846764087677,0.4081532657146454
5,False,0.0,0.01,4.759944915771484,0.6396821737289429,0.0,4.759944915771484,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.2318840579710145,0.3333333333333333,0.59899330993081,0.3710144927536232,0.05000000074505806,0.05000000074505806,0.9711766242980957,173.02732849121094,111.97267150878906,0.6071134209632874,0.39288657903671265
6,False,0.0,0.01,5.788001537322998,0.6479418873786926,0.0,5.788001537322998,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5571428571428572,0.65625,0.6679876181645049,0.5025396825396825,0.05000000074505806,0.05000000074505806,0.9322665929794312,188.19854736328125,96.80146026611328,0.6603457927703857,0.33965426683425903
7,False,0.0,0.01,3.4297449588775635,0.6296555995941162,0.0,3.4297449588775635,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.5571428571428572,0.65625,0.7880368397762266,0.5025396825396825,0.05000000074505806,0.05000000074505806,0.9030877351760864,199.8604736328125,85.13951873779297,0.7012648582458496,0.2987351715564728
8,False,0.0,0.01,6.221813201904297,0.6220399141311646,0.0,6.221813201904297,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7402397294791162,0.48901960784313725,0.05000000074505806,0.05000000074505806,0.9773750901222229,190.82225036621094,94.17774963378906,0.6695517897605896,0.3304482400417328
9,False,0.0,0.01,3.223327398300171,0.6104540824890137,0.0,3.223327398300171,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.7385972092634828,0.48901960784313725,0.05000000074505806,0.05000000074505806,0.9657020568847656,204.01170349121094,80.98828887939453,0.7158305644989014,0.28416943550109863
10,False,0.0,0.01,3.1633212566375732,0.6049697399139404,0.0,3.1633212566375732,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7574305171592908,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.9526614546775818,218.22116088867188,66.7788314819336,0.7656883001327515,0.23431169986724854
11,False,0.0,0.01,4.438038349151611,0.5941147804260254,0.0,4.438038349151611,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7485718989256726,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.9605783224105835,221.90858459472656,63.0914192199707,0.7786266207695007,0.22137340903282166
12,False,0.0,0.01,3.158076524734497,0.5758082866668701,0.0,3.158076524734497,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7449166345097948,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.8517236113548279,239.8245849609375,45.175437927246094,0.8414897918701172,0.15851031243801117
13,False,0.0,0.01,2.969970226287842,0.5911044478416443,0.0,2.969970226287842,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7569322656291996,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.6887063384056091,249.59234619140625,35.40764617919922,0.8757626414299011,0.12423735857009888
14,False,0.0,0.01,3.8698246479034424,0.5967614650726318,0.0,3.8698246479034424,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7682951002526474,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.6739176511764526,252.06607055664062,32.933929443359375,0.8844423890113831,0.11555764824151993
15,False,0.0,0.01,4.137085437774658,0.5985862016677856,0.0,4.137085437774658,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7812364413189884,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.6768391132354736,253.76531982421875,31.23466682434082,0.8904046416282654,0.10959532111883163
16,False,0.0,0.01,3.4659810066223145,0.6061308979988098,0.0,3.4659810066223145,0.0,0.0,0.0,0.0,0.0,0.5,0.5387485648679678,0.6076388888888888,0.7879950838382442,0.43203214695752007,0.05000000074505806,0.05000000074505806,0.6401160359382629,253.9711456298828,31.028844833374023,0.8911268711090088,0.1088731437921524
17,False,0.0,0.01,2.7551088333129883,0.6035701036453247,0.0,2.7551088333129883,0.0,0.0,0.0,0.0,0.0,0.6,0.4967203339296362,0.5610119047619048,0.7954151020188757,0.4742397137745975,0.05000000074505806,0.05000000074505806,0.5862692594528198,252.80047607421875,32.199501037597656,0.8870192170143127,0.11298070847988129
18,False,0.0,0.01,2.7471671104431152,0.5977089405059814,0.0,2.7471671104431152,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.5288515406162465,0.6086309523809524,0.8045108171877039,0.48901960784313725,0.05000000074505806,0.05000000074505806,0.5571988821029663,251.26097106933594,33.739036560058594,0.8816174864768982,0.11838258802890778
19,False,0.0,0.01,2.5378189086914062,0.5983841419219971,0.0,2.5378189086914062,0.0,0.0,0.0,0.0,0.0,0.65,0.5843137254901961,0.6666666666666666,0.8262775997150996,0.518235294117647,0.05000000074505806,0.05000000074505806,0.5774933099746704,250.53353881835938,34.466453552246094,0.8790650963783264,0.12093492597341537
