member,feature_index,feature_name,modality
7,0,ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,2,ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,5,ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,7,ST74SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,8,ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,11,ST94SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,16,ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,21,ST97CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,23,ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,24,ST82CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,26,ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,28,ST90CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,31,ST48CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,32,ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,33,ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,35,ST93CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,37,ST93TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,38,ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,39,ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,42,ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,44,ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,45,ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,46,ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,50,ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,51,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,53,ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,55,ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,56,ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,58,ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,59,ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,63,ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,65,ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,70,ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,71,ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,73,ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,74,ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,77,ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,78,ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,79,ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,80,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,81,ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,83,ST85CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,85,ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,86,ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,87,ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,88,ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,91,ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,93,ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,94,ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,97,ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,100,ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,103,ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,105,ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,109,ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,110,ST95SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,115,ST46SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,117,ST49TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,118,ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,119,ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,120,ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,121,ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,122,ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,123,ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,124,ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,126,ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,129,ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,130,ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,133,ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,135,ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,136,ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,137,ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI
7,138,CTX_RH_LATERALORBITOFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,143,CTX_RH_SUPERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET
7,144,CTX_LH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET
7,146,CTX_RH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET
7,147,CTX_LH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET
7,148,CTX_RH_PARSORBITALIS_UCBERKELEYAV45_10_17_16,PET
7,150,SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,PET
7,153,CC_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
7,155,CTX_LH_LINGUAL_UCBERKELEYAV45_10_17_16,PET
7,156,CTX_LH_MEDIALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
7,158,CTX_RH_ENTORHINAL_UCBERKELEYAV45_10_17_16,PET
7,159,LEFT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET
7,160,LEFT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET
7,161,CTX_RH_SUPERIORFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,163,RIGHT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET
7,164,LEFT_LATERAL_VENTRICLE_SIZE_UCBERKELEYAV45_10_17_16,PET
7,165,CTX_LH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,166,CTX_LH_PRECUNEUS_UCBERKELEYAV45_10_17_16,PET
7,168,LEFT_HIPPOCAMPUS_SIZE_UCBERKELEYAV45_10_17_16,PET
7,169,CTX_LH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET
7,170,CC_MID_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET
7,171,CTX_RH_CAUDALANTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET
7,172,CTX_RH_PARAHIPPOCAMPAL_UCBERKELEYAV45_10_17_16,PET
7,175,CTX_RH_ISTHMUSCINGULATE_UCBERKELEYAV45_10_17_16,PET
7,176,CTX_LH_LATERALOCCIPITAL_UCBERKELEYAV45_10_17_16,PET
7,179,CTX_RH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,180,RIGHT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET
7,182,CTX_RH_PARSTRIANGULARIS_SIZE_UCBERKELEYAV45_10_17_16,PET
7,183,CTX_RH_INFERIORPARIETAL_UCBERKELEYAV45_10_17_16,PET
7,187,LEFT_ACCUMBENS_AREA_UCBERKELEYAV45_10_17_16,PET
7,194,CTX_LH_ISTHMUSCINGULATE_UCBERKELEYAV45_10_17_16,PET
7,195,CTX_RH_POSTCENTRAL_UCBERKELEYAV45_10_17_16,PET
7,196,CTX_LH_SUPERIORFRONTAL_UCBERKELEYAV45_10_17_16,PET
7,200,LEFT_PUTAMEN_SIZE_UCBERKELEYAV45_10_17_16,PET
7,202,LEFT_ACCUMBENS_AREA_SIZE_UCBERKELEYAV45_10_17_16,PET
7,203,CINGULATE_UCBERKELEYAV45_10_17_16,PET
7,205,CTX_LH_CUNEUS_UCBERKELEYAV45_10_17_16,PET
7,206,CTX_RH_PERICALCARINE_UCBERKELEYAV45_10_17_16,PET
7,207,CTX_RH_PARSTRIANGULARIS_UCBERKELEYAV45_10_17_16,PET
7,210,CTX_LH_SUPERIORFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,211,CTX_LH_PARAHIPPOCAMPAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,212,CTX_RH_SUPRAMARGINAL_UCBERKELEYAV45_10_17_16,PET
7,214,CTX_LH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET
7,215,CTX_LH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET
